Filename	Subject	Verb
001c_kristys_great_idea.txt	I	meant
001c_kristys_great_idea.txt	I	was
001c_kristys_great_idea.txt	I	go
001c_kristys_great_idea.txt	my house	is
001c_kristys_great_idea.txt	Mr. Redmont	nodded
001c_kristys_great_idea.txt	you	think
001c_kristys_great_idea.txt	it	be
001c_kristys_great_idea.txt	you	conduct
001c_kristys_great_idea.txt	I	was
001c_kristys_great_idea.txt	I	had
001c_kristys_great_idea.txt	it	meant
001c_kristys_great_idea.txt	the bell	rang
001c_kristys_great_idea.txt	I	said
001c_kristys_great_idea.txt	Mr. Redmont	said
001c_kristys_great_idea.txt	I	want
001c_kristys_great_idea.txt	you	remember
001c_kristys_great_idea.txt	the best way	is
001c_kristys_great_idea.txt	us	remember
001c_kristys_great_idea.txt	I	like
001c_kristys_great_idea.txt	I	have
001c_kristys_great_idea.txt	what decorum	meant
001c_kristys_great_idea.txt	I	said
001c_kristys_great_idea.txt	I	went
001c_kristys_great_idea.txt	I	hoped
001c_kristys_great_idea.txt	Mr. Redmont	noticing
001c_kristys_great_idea.txt	I	betting
001c_kristys_great_idea.txt	it	was
001c_kristys_great_idea.txt	I	found
001c_kristys_great_idea.txt	Mary Anne Spier	waiting
001c_kristys_great_idea.txt	She	leaning
001c_kristys_great_idea.txt	Mary Anne	is
001c_kristys_great_idea.txt	We	live
001c_kristys_great_idea.txt	We	look
001c_kristys_great_idea.txt	We	’re
001c_kristys_great_idea.txt	we	have
001c_kristys_great_idea.txt	the similarity	ends
001c_kristys_great_idea.txt	I	keep
001c_kristys_great_idea.txt	Mary Anne	is
001c_kristys_great_idea.txt	The people	get
001c_kristys_great_idea.txt	who	know
001c_kristys_great_idea.txt	the Mary Anne	is
001c_kristys_great_idea.txt	who	hiding
001c_kristys_great_idea.txt	I	greeted
001c_kristys_great_idea.txt	I	pulled
001c_kristys_great_idea.txt	you	expect
001c_kristys_great_idea.txt	you	keep
001c_kristys_great_idea.txt	she	said
001c_kristys_great_idea.txt	I	be
001c_kristys_great_idea.txt	my father	lets
001c_kristys_great_idea.txt	me	wear
001c_kristys_great_idea.txt	Mary Anne’s father	is
001c_kristys_great_idea.txt	Her mother	is
001c_kristys_great_idea.txt	she	has
001c_kristys_great_idea.txt	her father	is
001c_kristys_great_idea.txt	My mother	says
001c_kristys_great_idea.txt	it	’s
001c_kristys_great_idea.txt	Mr. Spier	is
001c_kristys_great_idea.txt	Mary Anne	is
001c_kristys_great_idea.txt	You	think
001c_kristys_great_idea.txt	he	let
001c_kristys_great_idea.txt	her	wear
001c_kristys_great_idea.txt	it	’s
001c_kristys_great_idea.txt	It	’s
001c_kristys_great_idea.txt	We	walked
001c_kristys_great_idea.txt	I	began
001c_kristys_great_idea.txt	I	forgot
001c_kristys_great_idea.txt	I	remembered
001c_kristys_great_idea.txt	I	cried
001c_kristys_great_idea.txt	Mary Anne	raced
001c_kristys_great_idea.txt	it	is
001c_kristys_great_idea.txt	she	panted
001c_kristys_great_idea.txt	It	’s
001c_kristys_great_idea.txt	I	called
001c_kristys_great_idea.txt	It	’s
001c_kristys_great_idea.txt	I	slow
001c_kristys_great_idea.txt	Tuesday	is
001c_kristys_great_idea.txt	he	gets
001c_kristys_great_idea.txt	David Michael	is
001c_kristys_great_idea.txt	I	are
001c_kristys_great_idea.txt	Mom	gets
001c_kristys_great_idea.txt	this fifteen-year-old girl	watches
001c_kristys_great_idea.txt	who	lives
001c_kristys_great_idea.txt	I	do
001c_kristys_great_idea.txt	I	ran
001c_kristys_great_idea.txt	We	reached
001c_kristys_great_idea.txt	He	burst
001c_kristys_great_idea.txt	he	saw
001c_kristys_great_idea.txt	What	’s
001c_kristys_great_idea.txt	I	asked
001c_kristys_great_idea.txt	I	sat
001c_kristys_great_idea.txt	he	wailed
001c_kristys_great_idea.txt	What	happened
001c_kristys_great_idea.txt	David Michael	shook
001c_kristys_great_idea.txt	I	know
001c_kristys_great_idea.txt	He	wiped
001c_kristys_great_idea.txt	I	said
001c_kristys_great_idea.txt	it	’s
001c_kristys_great_idea.txt	I	got
001c_kristys_great_idea.txt	David Michael	burst
001c_kristys_great_idea.txt	it	’s
001c_kristys_great_idea.txt	It	’s
001c_kristys_great_idea.txt	I	get
001c_kristys_great_idea.txt	I	have
001c_kristys_great_idea.txt	I	unlocked
001c_kristys_great_idea.txt	David Michael	gets
001c_kristys_great_idea.txt	it	’s
001c_kristys_great_idea.txt	everything	is
001c_kristys_great_idea.txt	I	held
001c_kristys_great_idea.txt	I	ushered
001c_kristys_great_idea.txt	Our collie	tore
001c_kristys_great_idea.txt	we	went
001c_kristys_great_idea.txt	He	was
001c_kristys_great_idea.txt	you	go
001c_kristys_great_idea.txt	I	told
001c_kristys_great_idea.txt	I	going
001c_kristys_great_idea.txt	David Michael	smiled
001c_kristys_great_idea.txt	I	’m
001c_kristys_great_idea.txt	Mary Anne	is
001c_kristys_great_idea.txt	Mom	says
001c_kristys_great_idea.txt	I	had
001c_kristys_great_idea.txt	I	said
001c_kristys_great_idea.txt	I	turned
001c_kristys_great_idea.txt	Mrs. Newton	asked
001c_kristys_great_idea.txt	she	call
001c_kristys_great_idea.txt	she	called
001c_kristys_great_idea.txt	Mary Anne	sat
001c_kristys_great_idea.txt	me	put
001c_kristys_great_idea.txt	She	shook
001c_kristys_great_idea.txt	she	called
001c_kristys_great_idea.txt	Claudia Kishi	lives
001c_kristys_great_idea.txt	She	lived
001c_kristys_great_idea.txt	We	grown
001c_kristys_great_idea.txt	Claudia	spent
001c_kristys_great_idea.txt	I	spent
001c_kristys_great_idea.txt	She	’s
001c_kristys_great_idea.txt	we	were
001c_kristys_great_idea.txt	Mary Anne	playing
001c_kristys_great_idea.txt	we	had
001c_kristys_great_idea.txt	her	join
001c_kristys_great_idea.txt	we	bother
001c_kristys_great_idea.txt	Claud’s	been
001c_kristys_great_idea.txt	I	’m
001c_kristys_great_idea.txt	her father	is
001c_kristys_great_idea.txt	Mr. Kishi	be
001c_kristys_great_idea.txt	he	faint
001c_kristys_great_idea.txt	you	suggest
001c_kristys_great_idea.txt	it	started
001c_kristys_great_idea.txt	Claudia	drifting
001c_kristys_great_idea.txt	we	going
001c_kristys_great_idea.txt	Claudia	seemed
001c_kristys_great_idea.txt	She	started
001c_kristys_great_idea.txt	We	made
001c_kristys_great_idea.txt	it	felt
001c_kristys_great_idea.txt	we	going
001c_kristys_great_idea.txt	David Michael	came
001c_kristys_great_idea.txt	you	go
001c_kristys_great_idea.txt	I	said
001c_kristys_great_idea.txt	I	handed
001c_kristys_great_idea.txt	he	sat
001c_kristys_great_idea.txt	Charlie	came
001c_kristys_great_idea.txt	Sam	got
001c_kristys_great_idea.txt	Louie	skidding
001c_kristys_great_idea.txt	Charlie	is
001c_kristys_great_idea.txt	Sam	is
001c_kristys_great_idea.txt	They	go
001c_kristys_great_idea.txt	Charlie	’s
001c_kristys_great_idea.txt	Charlie	said
001c_kristys_great_idea.txt	I	am
001c_kristys_great_idea.txt	David Michael	replied
001c_kristys_great_idea.txt	Charlie	thought
001c_kristys_great_idea.txt	he	was
001c_kristys_great_idea.txt	he	made
001c_kristys_great_idea.txt	You	think
001c_kristys_great_idea.txt	he	was
001c_kristys_great_idea.txt	We	going
001c_kristys_great_idea.txt	Sam	announced
001c_kristys_great_idea.txt	I	did
001c_kristys_great_idea.txt	David Michael	want
001c_kristys_great_idea.txt	He	was
001c_kristys_great_idea.txt	I	know
001c_kristys_great_idea.txt	I	thought
001c_kristys_great_idea.txt	I	take
001c_kristys_great_idea.txt	You	want
001c_kristys_great_idea.txt	I	asked
001c_kristys_great_idea.txt	He	nodded
001c_kristys_great_idea.txt	I	called
001c_kristys_great_idea.txt	I	took
001c_kristys_great_idea.txt	We	watched
001c_kristys_great_idea.txt	David Michael	wade
001c_kristys_great_idea.txt	Louie	ran
001c_kristys_great_idea.txt	I	go
001c_kristys_great_idea.txt	Mary Anne	said
001c_kristys_great_idea.txt	Dad	be
001c_kristys_great_idea.txt	Mom	be
001c_kristys_great_idea.txt	I	called
001c_kristys_great_idea.txt	He	stood
001c_kristys_great_idea.txt	Louie	walked
001c_kristys_great_idea.txt	we	reached
001c_kristys_great_idea.txt	David Michael	ran
001c_kristys_great_idea.txt	Mary Anne	whispered
001c_kristys_great_idea.txt	I	grinned
001c_kristys_great_idea.txt	Mary Anne	have
001c_kristys_great_idea.txt	Mary Anne	made
001c_kristys_great_idea.txt	We	signal
001c_kristys_great_idea.txt	I	look
001c_kristys_great_idea.txt	I	see
001c_kristys_great_idea.txt	we	talk
001c_kristys_great_idea.txt	Mom	came
001c_kristys_great_idea.txt	she	had
001c_kristys_great_idea.txt	My brothers	stood
001c_kristys_great_idea.txt	Sam	looked
001c_kristys_great_idea.txt	I	wonder
001c_kristys_great_idea.txt	she	wants
001c_kristys_great_idea.txt	Charlie	said
001c_kristys_great_idea.txt	Mom	gets
001c_kristys_great_idea.txt	she	has
001c_kristys_great_idea.txt	I	decided
001c_kristys_great_idea.txt	you	bought
001c_kristys_great_idea.txt	I	asked
001c_kristys_great_idea.txt	Charlie	kicked
001c_kristys_great_idea.txt	I	ignored
001c_kristys_great_idea.txt	you	have
001c_kristys_great_idea.txt	Mom	grinned
001c_kristys_great_idea.txt	She	knew
001c_kristys_great_idea.txt	she	doing
001c_kristys_great_idea.txt	she	knew
001c_kristys_great_idea.txt	we	knew
001c_kristys_great_idea.txt	she	said
001c_kristys_great_idea.txt	Kathy	called
001c_kristys_great_idea.txt	she	be
001c_kristys_great_idea.txt	I	wondering
001c_kristys_great_idea.txt	you guys	are
001c_kristys_great_idea.txt	Charlie	said
001c_kristys_great_idea.txt	Sam	said
001c_kristys_great_idea.txt	I	said
001c_kristys_great_idea.txt	Mom	said
001c_kristys_great_idea.txt	we	are
001c_kristys_great_idea.txt	I	know
001c_kristys_great_idea.txt	you	are
001c_kristys_great_idea.txt	we	dug
001c_kristys_great_idea.txt	Mom	started
001c_kristys_great_idea.txt	She	called
001c_kristys_great_idea.txt	Mary Anne	sitting
001c_kristys_great_idea.txt	She	called
001c_kristys_great_idea.txt	Claudia	had
001c_kristys_great_idea.txt	She	called
001c_kristys_great_idea.txt	They	had
001c_kristys_great_idea.txt	David Michael	looked
001c_kristys_great_idea.txt	he	cry
001c_kristys_great_idea.txt	Mom	called
001c_kristys_great_idea.txt	she	mind
001c_kristys_great_idea.txt	I	brought
001c_kristys_great_idea.txt	I	sat
001c_kristys_great_idea.txt	Mrs. Newton	mind
001c_kristys_great_idea.txt	I	chewed
001c_kristys_great_idea.txt	it	was
001c_kristys_great_idea.txt	Mom’s pizza	had
001c_kristys_great_idea.txt	she	made
001c_kristys_great_idea.txt	I	thought
001c_kristys_great_idea.txt	it	was
001c_kristys_great_idea.txt	David Michael	had
001c_kristys_great_idea.txt	he	causing
001c_kristys_great_idea.txt	he	was
001c_kristys_great_idea.txt	the idea	came
001c_kristys_great_idea.txt	the Baby-sitters Club	came
001c_kristys_great_idea.txt	I	choked
001c_kristys_great_idea.txt	I	wait
001c_kristys_great_idea.txt	I	signal
001c_kristys_great_idea.txt	I	went
001c_kristys_great_idea.txt	I	sat
001c_kristys_great_idea.txt	I	had
001c_kristys_great_idea.txt	I	planned
001c_kristys_great_idea.txt	I	looked
001c_kristys_great_idea.txt	It	said
001c_kristys_great_idea.txt	I	had
001c_kristys_great_idea.txt	I	got
001c_kristys_great_idea.txt	I	understood
001c_kristys_great_idea.txt	I	been
001c_kristys_great_idea.txt	Mr. Redmont	said
001c_kristys_great_idea.txt	It	made
001c_kristys_great_idea.txt	I	wrote
001c_kristys_great_idea.txt	Stoneybrook Middle School	look
001c_kristys_great_idea.txt	I	counted
001c_kristys_great_idea.txt	I	added
001c_kristys_great_idea.txt	I	did
001c_kristys_great_idea.txt	it	was
001c_kristys_great_idea.txt	I	smoothed
001c_kristys_great_idea.txt	Who	


001c_kristys_great_idea.txt	Advertising	


001c_kristys_great_idea.txt	clients	call
001c_kristys_great_idea.txt	My idea	was
001c_kristys_great_idea.txt	I	form
001c_kristys_great_idea.txt	We	tell
001c_kristys_great_idea.txt	We	hold
001c_kristys_great_idea.txt	someone	needed
001c_kristys_great_idea.txt	he	make
001c_kristys_great_idea.txt	people	call
001c_kristys_great_idea.txt	the beauty	be
001c_kristys_great_idea.txt	Our clients	have
001c_kristys_great_idea.txt	Mom	gone
001c_kristys_great_idea.txt	We	have
001c_kristys_great_idea.txt	I	decided
001c_kristys_great_idea.txt	I	hoping
001c_kristys_great_idea.txt	Claudia	help
001c_kristys_great_idea.txt	us	make
001c_kristys_great_idea.txt	She	be
001c_kristys_great_idea.txt	I	looked
001c_kristys_great_idea.txt	It	was
001c_kristys_great_idea.txt	I	getting
001c_kristys_great_idea.txt	I	had
001c_kristys_great_idea.txt	I	pick
001c_kristys_great_idea.txt	Mr. Spier	tell
001c_kristys_great_idea.txt	I	see
001c_kristys_great_idea.txt	I	sighed
001c_kristys_great_idea.txt	Mom	knocked
001c_kristys_great_idea.txt	I	knew
001c_kristys_great_idea.txt	it	was
001c_kristys_great_idea.txt	none	bothers
001c_kristys_great_idea.txt	They	barge
001c_kristys_great_idea.txt	I	called
001c_kristys_great_idea.txt	Mom	said
001c_kristys_great_idea.txt	She	closed
001c_kristys_great_idea.txt	school	was
001c_kristys_great_idea.txt	Mom	tries
001c_kristys_great_idea.txt	She	feels
001c_kristys_great_idea.txt	she	are
001c_kristys_great_idea.txt	she	has
001c_kristys_great_idea.txt	She	told
001c_kristys_great_idea.txt	I	wish
001c_kristys_great_idea.txt	she	feel
001c_kristys_great_idea.txt	It	’s
001c_kristys_great_idea.txt	Dad	ran
001c_kristys_great_idea.txt	Mom	says
001c_kristys_great_idea.txt	she	want
001c_kristys_great_idea.txt	She	has
001c_kristys_great_idea.txt	she	likes
001c_kristys_great_idea.txt	she	support
001c_kristys_great_idea.txt	It	makes
001c_kristys_great_idea.txt	her	feel
001c_kristys_great_idea.txt	she	feels
001c_kristys_great_idea.txt	My father	be
001c_kristys_great_idea.txt	He	called
001c_kristys_great_idea.txt	he	forgot
001c_kristys_great_idea.txt	I	paused
001c_kristys_great_idea.txt	I	had
001c_kristys_great_idea.txt	Mom	asked
001c_kristys_great_idea.txt	It	was
001c_kristys_great_idea.txt	what	happened
001c_kristys_great_idea.txt	I	said
001c_kristys_great_idea.txt	you	know
001c_kristys_great_idea.txt	it	was
001c_kristys_great_idea.txt	you	know
001c_kristys_great_idea.txt	a hot day	seem
001c_kristys_great_idea.txt	I	did
001c_kristys_great_idea.txt	Mom	laughed
001c_kristys_great_idea.txt	she	read
001c_kristys_great_idea.txt	she	thought
001c_kristys_great_idea.txt	it	was
001c_kristys_great_idea.txt	I	asked
001c_kristys_great_idea.txt	she	thought
001c_kristys_great_idea.txt	The End	count
001c_kristys_great_idea.txt	she	smiled
001c_kristys_great_idea.txt	she	hoped
001c_kristys_great_idea.txt	My mom	is
001c_kristys_great_idea.txt	she	left
001c_kristys_great_idea.txt	it	was
001c_kristys_great_idea.txt	I	got
001c_kristys_great_idea.txt	I	flashed
001c_kristys_great_idea.txt	her	know
001c_kristys_great_idea.txt	I	was
001c_kristys_great_idea.txt	She	flashed
001c_kristys_great_idea.txt	she	was
001c_kristys_great_idea.txt	I	flashed
001c_kristys_great_idea.txt	it	took
001c_kristys_great_idea.txt	CAN’T	WAIT
001c_kristys_great_idea.txt	WE	GET
001c_kristys_great_idea.txt	Mary Anne	flashed
001c_kristys_great_idea.txt	I	had
001c_kristys_great_idea.txt	I	shortened
001c_kristys_great_idea.txt	Mary Anne	flashed
001c_kristys_great_idea.txt	we	put
001c_kristys_great_idea.txt	we	plan
001c_kristys_great_idea.txt	I	closing
001c_kristys_great_idea.txt	I	hide
001c_kristys_great_idea.txt	Mom	knocked
001c_kristys_great_idea.txt	I	said
001c_kristys_great_idea.txt	Mom	come
001c_kristys_great_idea.txt	I	keep
001c_kristys_great_idea.txt	Mom	sat
001c_kristys_great_idea.txt	I	sat
001c_kristys_great_idea.txt	I	wanted
001c_kristys_great_idea.txt	you	know
001c_kristys_great_idea.txt	she	said
001c_kristys_great_idea.txt	I	going
001c_kristys_great_idea.txt	I	forgot
001c_kristys_great_idea.txt	I	groaned
001c_kristys_great_idea.txt	Mom	seeing
001c_kristys_great_idea.txt	She	likes
001c_kristys_great_idea.txt	I	like
001c_kristys_great_idea.txt	he	getting
001c_kristys_great_idea.txt	I	asking
001c_kristys_great_idea.txt	Mom	said
001c_kristys_great_idea.txt	I	want
001c_kristys_great_idea.txt	you	be
001c_kristys_great_idea.txt	Charlie	got
001c_kristys_great_idea.txt	Sam	be
001c_kristys_great_idea.txt	I	nodded
001c_kristys_great_idea.txt	I	wish
001c_kristys_great_idea.txt	you	be
001c_kristys_great_idea.txt	Mom	said
001c_kristys_great_idea.txt	I	make
001c_kristys_great_idea.txt	you	like
001c_kristys_great_idea.txt	you	given
001c_kristys_great_idea.txt	The truth	is
001c_kristys_great_idea.txt	I	given
001c_kristys_great_idea.txt	Mom	dated
001c_kristys_great_idea.txt	I	’m
001c_kristys_great_idea.txt	I	break
001c_kristys_great_idea.txt	what	happen
001c_kristys_great_idea.txt	We	’re
001c_kristys_great_idea.txt	we	are
001c_kristys_great_idea.txt	Mom	said
001c_kristys_great_idea.txt	he	has
001c_kristys_great_idea.txt	He	like
001c_kristys_great_idea.txt	it	is
001c_kristys_great_idea.txt	He	wondered
001c_kristys_great_idea.txt	you	sit
001c_kristys_great_idea.txt	he	’s
001c_kristys_great_idea.txt	I	shook
001c_kristys_great_idea.txt	Watson	asked
001c_kristys_great_idea.txt	I	do
001c_kristys_great_idea.txt	I	want
001c_kristys_great_idea.txt	I	make
001c_kristys_great_idea.txt	I	refuse
001c_kristys_great_idea.txt	Mom	said
001c_kristys_great_idea.txt	It	’s
001c_kristys_great_idea.txt	She	sounded
001c_kristys_great_idea.txt	she	meant
001c_kristys_great_idea.txt	It	’s
001c_kristys_great_idea.txt	she	came
001c_kristys_great_idea.txt	I	knew
001c_kristys_great_idea.txt	she	was
001c_kristys_great_idea.txt	she	asked
001c_kristys_great_idea.txt	You	leave
001c_kristys_great_idea.txt	I	told
001c_kristys_great_idea.txt	she	left
001c_kristys_great_idea.txt	I	said
001c_kristys_great_idea.txt	I	crawled
001c_kristys_great_idea.txt	Louie	sacked
001c_kristys_great_idea.txt	I	lay
001c_kristys_great_idea.txt	I	remembered
001c_kristys_great_idea.txt	Tomorrow	come
001c_kristys_great_idea.txt	Mr. Redmont	accepted
001c_kristys_great_idea.txt	I	handed
001c_kristys_great_idea.txt	he	have
001c_kristys_great_idea.txt	the entire class	hanging
001c_kristys_great_idea.txt	He	count
001c_kristys_great_idea.txt	You	express
001c_kristys_great_idea.txt	I	heaved
001c_kristys_great_idea.txt	Mary Anne	ran
001c_kristys_great_idea.txt	It	was
001c_kristys_great_idea.txt	it	been
001c_kristys_great_idea.txt	we	were
001c_kristys_great_idea.txt	You	sitting
001c_kristys_great_idea.txt	I	asked
001c_kristys_great_idea.txt	we	jogged
001c_kristys_great_idea.txt	Mary Anne	nodded
001c_kristys_great_idea.txt	I	said
001c_kristys_great_idea.txt	Claire	are
001c_kristys_great_idea.txt	They	’re
001c_kristys_great_idea.txt	they	like
001c_kristys_great_idea.txt	you	sitting
001c_kristys_great_idea.txt	David Michael	coming
001c_kristys_great_idea.txt	He	play
001c_kristys_great_idea.txt	I	bring
001c_kristys_great_idea.txt	They	play
001c_kristys_great_idea.txt	you	tell
001c_kristys_great_idea.txt	I	agreed
001c_kristys_great_idea.txt	We	parted
001c_kristys_great_idea.txt	we	reached
001c_kristys_great_idea.txt	I	was
001c_kristys_great_idea.txt	I	gotten
001c_kristys_great_idea.txt	I	let
001c_kristys_great_idea.txt	Louie	out
001c_kristys_great_idea.txt	David Michael	standing
001c_kristys_great_idea.txt	Punctuality	is
001c_kristys_great_idea.txt	I	been
001c_kristys_great_idea.txt	My customers	appreciate
001c_kristys_great_idea.txt	I	let
001c_kristys_great_idea.txt	David Michael	ring
001c_kristys_great_idea.txt	Jamie	is
001c_kristys_great_idea.txt	David Michael	gave
001c_kristys_great_idea.txt	I	have
001c_kristys_great_idea.txt	who	goes
001c_kristys_great_idea.txt	I	patted
001c_kristys_great_idea.txt	I	replied
001c_kristys_great_idea.txt	he	exclaimed
001c_kristys_great_idea.txt	we	stepped
001c_kristys_great_idea.txt	I	got
001c_kristys_great_idea.txt	He	held
001c_kristys_great_idea.txt	It	’s
001c_kristys_great_idea.txt	David Michael	said
001c_kristys_great_idea.txt	Jamie	said
001c_kristys_great_idea.txt	The boys	ran
001c_kristys_great_idea.txt	Mrs. Newton	greeted
001c_kristys_great_idea.txt	she	said
001c_kristys_great_idea.txt	I	smiled
001c_kristys_great_idea.txt	it	looks
001c_kristys_great_idea.txt	it	work
001c_kristys_great_idea.txt	I	like
001c_kristys_great_idea.txt	I	’m
001c_kristys_great_idea.txt	it	be
001c_kristys_great_idea.txt	Mrs. Newton	patted
001c_kristys_great_idea.txt	the baby	’s
001c_kristys_great_idea.txt	I	asked
001c_kristys_great_idea.txt	I	sighed
001c_kristys_great_idea.txt	I	wish
001c_kristys_great_idea.txt	it	hurry
001c_kristys_great_idea.txt	You	wish
001c_kristys_great_idea.txt	Mrs. Newton	gave
001c_kristys_great_idea.txt	she	reminded
001c_kristys_great_idea.txt	I	be
001c_kristys_great_idea.txt	I	repeated
001c_kristys_great_idea.txt	I	called
001c_kristys_great_idea.txt	you	want
001c_kristys_great_idea.txt	I	said
001c_kristys_great_idea.txt	The Pikes	live
001c_kristys_great_idea.txt	Mary Anne	showed
001c_kristys_great_idea.txt	She	pulling
001c_kristys_great_idea.txt	Jamie	greeted
001c_kristys_great_idea.txt	David Michael	eyed
001c_kristys_great_idea.txt	They	played
001c_kristys_great_idea.txt	David Michael	was
001c_kristys_great_idea.txt	who	was
001c_kristys_great_idea.txt	We	took
001c_kristys_great_idea.txt	they	playing
001c_kristys_great_idea.txt	Mary Anne	said
001c_kristys_great_idea.txt	I	replied
001c_kristys_great_idea.txt	I	thought
001c_kristys_great_idea.txt	we	get
001c_kristys_great_idea.txt	who	sit
001c_kristys_great_idea.txt	Jamie	fallen
001c_kristys_great_idea.txt	he	cried
001c_kristys_great_idea.txt	I	ran
001c_kristys_great_idea.txt	it	hurt
001c_kristys_great_idea.txt	I	asked
001c_kristys_great_idea.txt	He	pointed
001c_kristys_great_idea.txt	I	suggested
001c_kristys_great_idea.txt	He	nodded
001c_kristys_great_idea.txt	we	go
001c_kristys_great_idea.txt	Mary Anne	said
001c_kristys_great_idea.txt	I	replied
001c_kristys_great_idea.txt	we	tell
001c_kristys_great_idea.txt	’s	go
001c_kristys_great_idea.txt	She	be
001c_kristys_great_idea.txt	I	gave
001c_kristys_great_idea.txt	he	played
001c_kristys_great_idea.txt	his mother	came
001c_kristys_great_idea.txt	Mrs. Newton	paid
001c_kristys_great_idea.txt	I	ran
001c_kristys_great_idea.txt	I	felt
001c_kristys_great_idea.txt	I	used
001c_kristys_great_idea.txt	she	had
001c_kristys_great_idea.txt	She	wearing
001c_kristys_great_idea.txt	she	talks
001c_kristys_great_idea.txt	you	think
001c_kristys_great_idea.txt	She	acts
001c_kristys_great_idea.txt	they	were
001c_kristys_great_idea.txt	the boys	saying
001c_kristys_great_idea.txt	It	’s
001c_kristys_great_idea.txt	the boys	giving
001c_kristys_great_idea.txt	the boys	pulling
001c_kristys_great_idea.txt	we	stood
001c_kristys_great_idea.txt	you	listen
001c_kristys_great_idea.txt	the boys	are
001c_kristys_great_idea.txt	I	see
001c_kristys_great_idea.txt	I	rang
001c_kristys_great_idea.txt	Claudia	came
001c_kristys_great_idea.txt	She	wearing
001c_kristys_great_idea.txt	I	felt
001c_kristys_great_idea.txt	I	was
001c_kristys_great_idea.txt	I	bat
001c_kristys_great_idea.txt	I	notice
001c_kristys_great_idea.txt	she	wearing
001c_kristys_great_idea.txt	I	gasped
001c_kristys_great_idea.txt	You	look
001c_kristys_great_idea.txt	like”—I	stop
001c_kristys_great_idea.txt	I	mean
001c_kristys_great_idea.txt	it	’s
001c_kristys_great_idea.txt	You	need
001c_kristys_great_idea.txt	You	got
001c_kristys_great_idea.txt	Claudia	said
001c_kristys_great_idea.txt	Claudia’s parents	are
001c_kristys_great_idea.txt	They	came
001c_kristys_great_idea.txt	they	were
001c_kristys_great_idea.txt	Claudia	has
001c_kristys_great_idea.txt	She	’s
001c_kristys_great_idea.txt	she	has
001c_kristys_great_idea.txt	Makeup	was
001c_kristys_great_idea.txt	you	going
001c_kristys_great_idea.txt	I	get
001c_kristys_great_idea.txt	I	nodded
001c_kristys_great_idea.txt	Claudia’s parents	are
001c_kristys_great_idea.txt	They	understand
001c_kristys_great_idea.txt	They	’re
001c_kristys_great_idea.txt	they	buy
001c_kristys_great_idea.txt	she	has
001c_kristys_great_idea.txt	I	know
001c_kristys_great_idea.txt	the Kishis	react
001c_kristys_great_idea.txt	I	know
001c_kristys_great_idea.txt	our teachers	react
001c_kristys_great_idea.txt	I	said
001c_kristys_great_idea.txt	who	was
001c_kristys_great_idea.txt	Janine	’s
001c_kristys_great_idea.txt	I	asked
001c_kristys_great_idea.txt	Claudia	rolled
